Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,City_clean
ELEC,Sno Falls - Credit Union,320 Southwest Mount Si Boulevard,,North Bend,WA,98045,,888-998-2546,E,,Public,24 hours daily,,,,,,4.0,,,Blink Network,https://blinkcharging.com,GPS,47.489755,-121.791949,2025-11-06,227417,2025-11-06 00:06:14 UTC,,,,2022-09-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,NORTH BEND
ELEC,Harborview Medical Center,908 Jefferson,,Seattle,WA,98104,,888-998-2546,E,,Public,24 hours daily,,,,,,6.0,,,Blink Network,https://blinkcharging.com,GPS,47.605477,-122.323427,2025-11-06,227480,2025-11-06 00:44:47 UTC,,,,2022-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,POULSBO STATION 2,20150 7th Ave NE,liberty bank parking lot,Poulsbo,WA,98370,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.744534,-122.63931,2025-11-06,227522,2025-11-06 02:24:47 UTC,,,,2022-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,POULSBO
ELEC,POULSBO STATION 1,20150 7th Ave NE,liberty bank parking lot,Poulsbo,WA,98370,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.744532,-122.639463,2025-11-06,227523,2025-11-06 02:24:47 UTC,,,,2022-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,POULSBO
ELEC,OLD SCHOOL PARK DARRINGTON 1GW,Mountain Loop Hwy & Alvord St,,Darrington,WA,98241,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,48.251621,-121.601383,2025-11-06,227548,2025-11-06 02:27:28 UTC,,,,2022-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,DARRINGTON
ELEC,Naches,8894 US-12,,Naches,WA,98937,,888-356-8911,E,,Public,24 hours daily,,,,,,1.0,1.0,,FLO,https://www.flo.com,GPS,46.71653,-120.677423,2025-11-06,227563,2025-11-06 04:34:34 UTC,,,,2022-09-14,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,NACHES
ELEC,Riverton Copper Basin,1601 E Mission Ave,,Spokane,WA,99202,,866-816-7584,E,,Public,24 hours daily,,,,,,2.0,,,EV Connect,https://www.evconnect.com,GPS,47.672004,-117.386224,2025-11-06,227636,2025-11-06 04:12:38 UTC,,,,2020-04-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SPOKANE
ELEC,AG STATION STATION 2,8608 NE 54th St,FRONT OF LEASING OFFICE,Vancouver,WA,98662,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.66201,-122.584186,2025-11-06,227779,2025-11-06 02:24:00 UTC,,,,2022-09-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,VANCOUVER
ELEC,AG STATION STATION 1,8778 NE 54th St,FRONT OF LEASING OFFICE,Vancouver,WA,98662,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,45.662011,-122.584106,2025-11-06,227780,2025-11-06 02:24:00 UTC,,,,2022-09-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,VANCOUVER
ELEC,"3629 South D Street, Tacoma",3629 South D Street,,Tacoma,WA,98418,,888-356-8911,E,,Public,24 hours daily,,,,,,2.0,,,FLO,https://www.flo.com,GPS,47.224977,-122.435165,2025-11-06,227794,2025-11-06 04:35:18 UTC,,,,2022-09-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,TACOMA
ELEC,REI,222 Yale Ave,,Seattle,WA,98109,,877-455-3833,E,,Public,24 hours daily,,,,,,,1.0,,eVgo Network,https://www.evgo.com,GPS,47.62066,-122.32952,2025-11-05,227931,2025-11-05 23:57:16 UTC,,,,2018-03-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,Dupont Center - Ace Hardware,1585 McNeil St,,DuPont,WA,98327,,877-455-3833,E,,Public,24 hours daily,,,,,,,2.0,,eVgo Network,https://www.evgo.com,GPS,47.092582,-122.644253,2025-11-05,228205,2025-11-05 23:58:19 UTC,,,,2019-08-22,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,DUPONT
ELEC,Whole Foods Lynnwood,2808 196th St SW,,Lynnwood,WA,98036,,877-455-3833,E,,Public,24 hours daily,,,,,,,2.0,,eVgo Network,https://www.evgo.com,GPS,47.820256,-122.271361,2025-11-05,228358,2025-11-05 23:58:52 UTC,,,,2020-03-05,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,LYNNWOOD
ELEC,Conoco,1293 S Division St,,Ritzville,WA,99169,,877-455-3833,E,,Public,24 hours daily,,,,,,,1.0,,eVgo Network,https://www.evgo.com,GPS,47.118605,-118.365561,2025-11-05,228564,2025-11-05 23:59:44 UTC,,,,2018-03-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,RITZVILLE
ELEC,Redmond Town Center,7525 166th Ave,,Redmond,WA,98052,,877-455-3833,E,,Public,24 hours daily,,,,,,,2.0,,eVgo Network,https://www.evgo.com,GPS,47.67137,-122.11949,2025-11-05,228587,2025-11-05 23:59:48 UTC,,,,2018-03-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,REDMOND
ELEC,Interbay Business Center,1600 West Armory Way,,Seattle,WA,98119,,877-455-3833,E,,Public,24 hours daily,,,,,,,4.0,,eVgo Network,https://www.evgo.com,GPS,47.63986,-122.377668,2025-11-05,228647,2025-11-06 00:00:12 UTC,,,,2022-03-07,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,LeMay - America's Car Museum,2702 E D St,,Tacoma,WA,98421,,877-455-3833,E,,Public,24 hours daily,,,,,,,6.0,,eVgo Network,https://www.evgo.com,GPS,47.234898,-122.429536,2025-11-06,228817,2025-11-06 00:02:09 UTC,,,,2018-08-08,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,TACOMA
ELEC,HILTON GARDEN STATION 1,1800 NW Gilman Blvd,,Issaquah,WA,98027,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.546017,-122.06528,2025-11-06,228942,2025-11-06 02:25:41 UTC,,,,2022-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,ISSAQUAH
ELEC,Juanita Court,9926 NE 126th St,,Kirkland,WA,98034,,888-998-2546,E,,Public,24 hours daily,,,,,,1.0,,,Blink Network,https://blinkcharging.com,GPS,47.7133,-122.209,2025-11-06,229227,2025-11-06 00:05:53 UTC,,,,2022-05-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,False,,,,,,,,,False,,KIRKLAND
ELEC,AMZ SEA106-4,10550 NE 10th St,Level P2,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.619791,-122.19971,2025-11-06,229270,2025-11-06 02:12:24 UTC,,,,2022-09-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,AMZ SEA106-3,10550 NE 10th St,Level P3,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.619784,-122.199758,2025-11-06,229271,2025-11-06 02:12:25 UTC,,,,2022-09-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,"ARE-Seattle No. 12, LLC",1165 Elake Ave E,,Seattle,WA,98109,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2.0,,,AMPUP,https://ampup.io,200-8,47.25033,-122.18104,2022-11-10,230209,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,SEATTLE
ELEC,Tacoma Power Lot D EV Charging,3628 S 35th St,,Tacoma,WA,98409,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability,A ACCOUNT_BALANCE ANDROID_PAY APPLE_PAY CREDIT D M,,,,,20.0,,,AMPUP,https://ampup.io,200-8,47.228157,-122.485043,2023-08-10,230420,2025-10-14 15:52:47 UTC,T,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,UTILITY,,,,,,,$0.21 per kWh,,,,,,,,,,False,,,,,,,,LD,False,,TACOMA
ELEC,Seabrook EV Chargers,351 Parkview Ln,,Pacific Beach,WA,98571,,833-692-6787,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,8.0,,,AMPUP,https://ampup.io,GPS,47.19404038977142,-124.1980829153442,2022-11-10,230430,2023-02-14 15:54:11 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,MULTI_UNIT_DWELLING,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,PACIFIC BEACH
ELEC,South Service Center Pole Yard,4100 Diagonal Ave S,,Seattle,WA,98134,,,E,,Private,,,,,,,2.0,,,AMPUP,https://ampup.io,GPS,47.56720941097377,-122.3302094155016,2023-08-10,230677,2024-01-31 22:07:01 UTC,P,,,2022-09-15,,,,,J1772,US,,,,Privé,,private,,,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,LD,False,,SEATTLE
ELEC,Hilton Seattle Airport,17620 International Blvd,,Seattle,WA,98188,,866-816-7584,E,,Public,24 hours daily,,,,,,2.0,,,EV Connect,https://www.evconnect.com,GPS,47.444398,-122.29516,2025-11-06,230986,2025-11-06 04:14:17 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,The Hive,2904 E. Sprague,,Spokane,WA,99202,,866-816-7584,E,,Public,24 hours daily,,,,,,,2.0,,EV Connect,https://www.evconnect.com,GPS,47.656426,-117.367743,2025-11-06,231048,2025-11-06 04:14:39 UTC,,,,2022-09-30,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SPOKANE
ELEC,North East Community Center,4001 N. Cook St,,Spokane,WA,99207,,866-816-7584,E,,Public,24 hours daily,,,,,,,2.0,,EV Connect,https://www.evconnect.com,GPS,47.693653,-117.374808,2025-11-06,231054,2025-11-06 04:14:44 UTC,,,,2022-09-30,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SPOKANE
ELEC,HOPEWORKS HOPEWORKS 2,3331 Broadway,Street Level Garage,Everett,WA,98201,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.972937,-122.200839,2025-11-06,233241,2025-11-06 02:24:46 UTC,,,,2022-10-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,EVERETT
ELEC,Chehalis Commerce District,1701 NW Louisiana Ave,,Chehalis,WA,98532,,877-455-3833,E,,Public,24 hours daily,,,,,,,6.0,,eVgo Network,https://www.evgo.com,GPS,46.6797271,-122.9770999,2025-11-05,233514,2025-11-05 23:58:03 UTC,,,,2022-10-14,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,CHEHALIS
ELEC,Kohls Puyallup WA,16918 Meridian Avenue East,,Puyallup,WA,98375,,855-900-7584,E,,Public,Mon: 8:00am-10:00pm; Tue: 8:00am-10:00pm; Wed: 8:00am-10:00pm; Thu: 8:00am-10:00pm; Fri: 8:00am-10:00pm; Sat: 8:00am-10:00pm; Sun: 8:00am-10:00pm,,,,,,2.0,,,SHELL_RECHARGE,https://www.shell.us/motorist/electric-vehicle-charging.html,GPS,47.101923,-122.296815,2025-11-06,234438,2025-11-06 03:52:13 UTC,,,,2022-09-30,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,PUYALLUP
ELEC,ALLEY 111 CP1,11011 NE 9th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.618104,-122.19222,2025-11-06,234983,2025-11-06 02:27:07 UTC,,,,2022-10-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,ALLEY 111 CP2,11011 NE 9th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.618059,-122.192221,2025-11-06,234984,2025-11-06 02:27:07 UTC,,,,2022-10-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,ALLEY 111 CP3,11011 NE 9th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.618012,-122.192224,2025-11-06,234985,2025-11-06 02:27:07 UTC,,,,2022-10-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,ALLEY 111 CP4,11011 NE 9th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.617957,-122.192223,2025-11-06,234986,2025-11-06 02:27:07 UTC,,,,2022-10-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,ALLEY 111 CP5,11011 NE 9th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.617904,-122.192223,2025-11-06,234987,2025-11-06 02:27:08 UTC,,,,2022-10-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,ALLEY 111 CP6,11011 NE 9th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.617862,-122.192221,2025-11-06,234988,2025-11-06 02:27:08 UTC,,,,2022-10-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,ALLEY 111 CP7,11011 NE 9th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.617821,-122.192223,2025-11-06,234989,2025-11-06 02:27:08 UTC,,,,2022-10-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,ALLEY 111 CP8,11011 NE 9th St,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.617771,-122.192224,2025-11-06,234990,2025-11-06 02:27:09 UTC,,,,2022-10-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,BELLEVUE
ELEC,SEA41 SEA41-7,2121 7th Ave,"Level P2, Northwest Corner",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616076,-122.339828,2025-11-06,235318,2025-11-06 02:28:13 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-10,2121 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616069,-122.339836,2025-11-06,235319,2025-11-06 02:28:16 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-9,2121 7th Ave,Level P2 Center of North wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616081,-122.339836,2025-11-06,235320,2025-11-06 02:28:16 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-21,2121 7th Ave,"Level P5, West side of North wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616062,-122.339797,2025-11-06,235321,2025-11-06 02:28:17 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-22,2121 7th Ave,"Level P5, Center of North wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616069,-122.339786,2025-11-06,235322,2025-11-06 02:28:17 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-23,2121 7th Ave,"Level P5, Center of North wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616069,-122.339818,2025-11-06,235323,2025-11-06 02:28:18 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-17,2121 7th Ave,Level P4 East side of North wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616026,-122.339818,2025-11-06,235324,2025-11-06 02:28:19 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-16,2121 7th Ave,"Level P4, Center of north wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616069,-122.339882,2025-11-06,235325,2025-11-06 02:28:19 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-24,2121 7th Ave,"Level P4, West side of North wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616062,-122.339845,2025-11-06,235326,2025-11-06 02:28:19 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-19,2121 7th Ave,"Level P4, South side of East wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616055,-122.339829,2025-11-06,235327,2025-11-06 02:28:20 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-20,2121 7th Ave,Level P4,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616055,-122.33985,2025-11-06,235328,2025-11-06 02:28:20 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-12,2121 7th Ave,"Level P3, center of north wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616071,-122.339854,2025-11-06,235329,2025-11-06 02:28:20 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-11,2121 7th Ave,"Level P3, west side of north wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616083,-122.33985,2025-11-06,235330,2025-11-06 02:28:20 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-14,2121 7th Ave,Level P3 South side of West wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616082,-122.339821,2025-11-06,235331,2025-11-06 02:28:20 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-15,2121 7th Ave,Level P3 South side of West wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616076,-122.339754,2025-11-06,235332,2025-11-06 02:28:21 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,AMZ SEA42-17,2100 7th Ave,Level P5 central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616259,-122.338853,2025-11-06,235333,2025-11-06 02:28:21 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,AMZ SEA42-15,2100 7th Ave,Level P5 Central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616265,-122.338863,2025-11-06,235334,2025-11-06 02:28:21 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,AMZ SEA42-16,2100 7th Ave,Level P5 Central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616277,-122.338872,2025-11-06,235335,2025-11-06 02:28:21 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,AMZ SEA42-18,2100 7th Ave,Level P5 Central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616259,-122.338839,2025-11-06,235336,2025-11-06 02:28:21 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,AMZ SEA42-13,2100 7th Ave,Level P2 central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616276,-122.338848,2025-11-06,235337,2025-11-06 02:28:22 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,AMZ SEA42-12,2100 7th Ave,Level P2 central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616271,-122.338868,2025-11-06,235338,2025-11-06 02:28:22 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,AMZ SEA42-14,2100 7th Ave,Level P2 central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.61628,-122.338861,2025-11-06,235339,2025-11-06 02:28:22 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
ELEC,SEA41 SEA41-8,2121 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,https://www.chargepoint.com,GPS,47.616076,-122.339844,2025-11-06,235340,2025-11-06 02:28:23 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,False,,SEATTLE
